date,vaccgroup_zh,ncumul_firstvacc,ncumul_secondvacc
2021-06-11,B,17795,14399
2021-06-11,C,96955,86884
2021-06-11,D,55707,46517
2021-06-11,E,32075,25063
2021-06-11,F,18553,15589
2021-06-11,G,41950,33426
2021-06-11,H,11841,7500
2021-06-11,I,17344,2024
2021-06-11,K,2908,1847
2021-06-11,L,6889,1261
2021-06-11,M,82078,42826
2021-06-11,N,172267,11717
2021-06-11,O,327,174
2021-06-11,Q,2,1
2021-06-11,R,4839,157
2021-06-11,S,25,6
2021-06-11,T,16,6
2021-06-11,NA,47,23
2021-06-12,A,113325,104110
2021-06-12,B,17924,14438
2021-06-12,C,97177,87062
2021-06-12,D,55966,46672
2021-06-12,E,32366,25150
2021-06-12,F,18696,15633
2021-06-12,G,42076,33490
2021-06-12,H,11935,7671
2021-06-12,I,18175,2143
2021-06-12,K,2954,1882
2021-06-12,L,7270,1300
2021-06-12,M,83165,44017
2021-06-12,N,181945,12690
2021-06-12,O,342,175
2021-06-12,Q,2,1
2021-06-12,R,5502,172
2021-06-12,S,25,6
2021-06-12,T,16,6
2021-06-12,NA,47,23
2021-06-13,A,113328,104114
2021-06-13,B,17928,14445
2021-06-13,C,97188,87078
2021-06-13,D,55970,46686
2021-06-13,E,32371,25153
2021-06-13,F,18699,15637
2021-06-13,G,42084,33501
2021-06-13,H,11937,7680
2021-06-13,I,18185,2164
2021-06-13,K,2956,1886
2021-06-13,L,7274,1309
2021-06-13,M,83213,44115
2021-06-13,N,182098,12839
2021-06-13,O,342,175
2021-06-13,Q,2,1
2021-06-13,R,5503,173
2021-06-13,S,25,6
2021-06-13,T,16,6
2021-06-13,NA,47,23
2021-06-14,A,113414,104319
2021-06-14,B,18034,14555
2021-06-14,C,97406,87502
2021-06-14,D,56185,47134
2021-06-14,E,32658,25442
2021-06-14,F,18836,15736
2021-06-14,G,42207,33674
2021-06-14,H,12020,8240
2021-06-14,I,18857,2315
2021-06-14,K,2986,1987
2021-06-14,L,7595,1374
2021-06-14,M,84318,48318
2021-06-14,N,191377,14126
2021-06-14,O,356,183
2021-06-14,Q,2,1
2021-06-14,R,5956,186
2021-06-14,S,25,6
2021-06-14,T,16,6
2021-06-14,NA,47,23
