date,ageclass,gender,ncumul_firstvacc,ncumul_secondvacc
2021-03-24,60-69,f,7963,5055
2021-03-24,60-69,m,7093,4569
2021-03-24,70-79,d,10,8
2021-03-24,70-79,f,13166,9454
2021-03-24,70-79,m,12585,8986
2021-03-24,80+,d,10,6
2021-03-24,80+,f,23106,18253
2021-03-24,80+,m,16371,12619
2021-03-24,NA,d,0,0
2021-03-24,NA,f,23,15
2021-03-24,NA,m,9,7
2021-03-25,0-9,d,0,0
2021-03-25,0-9,f,13,13
2021-03-25,0-9,m,4,3
2021-03-25,10-19,d,0,0
2021-03-25,10-19,f,417,240
2021-03-25,10-19,m,215,139
2021-03-25,20-29,d,1,0
2021-03-25,20-29,f,3699,1848
2021-03-25,20-29,m,1850,1135
2021-03-25,30-39,d,1,1
2021-03-25,30-39,f,5609,2942
2021-03-25,30-39,m,3411,2010
2021-03-25,40-49,d,1,0
2021-03-25,40-49,f,6687,3778
2021-03-25,40-49,m,4127,2523
2021-03-25,50-59,d,1,1
2021-03-25,50-59,f,9458,5891
2021-03-25,50-59,m,6445,4126
2021-03-25,60-69,d,2,2
2021-03-25,60-69,f,8093,5112
2021-03-25,60-69,m,7213,4607
2021-03-25,70-79,d,11,9
2021-03-25,70-79,f,13396,9519
2021-03-25,70-79,m,12772,9044
2021-03-25,80+,d,10,6
2021-03-25,80+,f,23378,18397
2021-03-25,80+,m,16588,12695
2021-03-25,NA,d,0,0
2021-03-25,NA,f,23,16
2021-03-25,NA,m,9,7
2021-03-26,0-9,d,0,0
2021-03-26,0-9,f,13,13
2021-03-26,0-9,m,4,3
2021-03-26,10-19,d,0,0
2021-03-26,10-19,f,430,243
2021-03-26,10-19,m,217,140
2021-03-26,20-29,d,1,0
2021-03-26,20-29,f,3804,1863
2021-03-26,20-29,m,1883,1142
2021-03-26,30-39,d,1,1
2021-03-26,30-39,f,5720,2970
2021-03-26,30-39,m,3482,2018
2021-03-26,40-49,d,1,0
2021-03-26,40-49,f,6823,3799
2021-03-26,40-49,m,4217,2543
2021-03-26,50-59,d,2,1
2021-03-26,50-59,f,9619,5929
2021-03-26,50-59,m,6563,4144
2021-03-26,60-69,d,2,2
2021-03-26,60-69,f,8265,5139
2021-03-26,60-69,m,7388,4633
2021-03-26,70-79,d,12,9
2021-03-26,70-79,f,13793,9584
2021-03-26,70-79,m,13140,9100
2021-03-26,80+,d,12,6
2021-03-26,80+,f,23929,18555
2021-03-26,80+,m,17036,12791
2021-03-26,NA,d,0,0
2021-03-26,NA,f,23,16
2021-03-26,NA,m,9,7
2021-03-27,0-9,d,0,0
2021-03-27,0-9,f,13,13
2021-03-27,0-9,m,4,3
2021-03-27,10-19,d,0,0
2021-03-27,10-19,f,432,244
2021-03-27,10-19,m,218,142
2021-03-27,20-29,d,1,0
2021-03-27,20-29,f,3817,1873
2021-03-27,20-29,m,1887,1160
2021-03-27,30-39,d,1,1
2021-03-27,30-39,f,5764,2982
2021-03-27,30-39,m,3517,2028
2021-03-27,40-49,d,1,0
2021-03-27,40-49,f,6883,3821
2021-03-27,40-49,m,4277,2557
2021-03-27,50-59,d,2,1
2021-03-27,50-59,f,9721,5947
2021-03-27,50-59,m,6666,4165
2021-03-27,60-69,d,2,2
2021-03-27,60-69,f,8438,5155
2021-03-27,60-69,m,7561,4651
2021-03-27,70-79,d,12,9
2021-03-27,70-79,f,14263,9593
2021-03-27,70-79,m,13463,9112
2021-03-27,80+,d,13,6
2021-03-27,80+,f,24411,18569
2021-03-27,80+,m,17379,12801
2021-03-27,NA,d,0,0
2021-03-27,NA,f,23,16
2021-03-27,NA,m,9,7
2021-03-28,0-9,d,0,0
2021-03-28,0-9,f,13,13
2021-03-28,0-9,m,4,3
2021-03-28,10-19,d,0,0
2021-03-28,10-19,f,432,244
2021-03-28,10-19,m,218,142
2021-03-28,20-29,d,1,0
2021-03-28,20-29,f,3817,1873
2021-03-28,20-29,m,1889,1160
2021-03-28,30-39,d,1,1
2021-03-28,30-39,f,5764,2982
2021-03-28,30-39,m,3520,2028
2021-03-28,40-49,d,1,0
2021-03-28,40-49,f,6883,3821
2021-03-28,40-49,m,4279,2558
2021-03-28,50-59,d,2,1
2021-03-28,50-59,f,9735,5947
2021-03-28,50-59,m,6674,4165
2021-03-28,60-69,d,2,2
2021-03-28,60-69,f,8450,5155
2021-03-28,60-69,m,7577,4651
2021-03-28,70-79,d,12,9
2021-03-28,70-79,f,14298,9593
2021-03-28,70-79,m,13490,9112
2021-03-28,80+,d,13,6
2021-03-28,80+,f,24459,18569
2021-03-28,80+,m,17410,12801
2021-03-28,NA,d,0,0
2021-03-28,NA,f,23,16
2021-03-28,NA,m,9,7
2021-03-29,0-9,d,0,0
2021-03-29,0-9,f,13,13
2021-03-29,0-9,m,4,3
2021-03-29,10-19,d,0,0
2021-03-29,10-19,f,434,248
2021-03-29,10-19,m,220,144
2021-03-29,20-29,d,1,0
2021-03-29,20-29,f,3836,1944
2021-03-29,20-29,m,1896,1182
2021-03-29,30-39,d,1,1
2021-03-29,30-39,f,5791,3066
2021-03-29,30-39,m,3553,2065
2021-03-29,40-49,d,1,0
2021-03-29,40-49,f,6927,3895
2021-03-29,40-49,m,4323,2595
2021-03-29,50-59,d,2,1
2021-03-29,50-59,f,9833,6025
2021-03-29,50-59,m,6798,4192
2021-03-29,60-69,d,2,2
2021-03-29,60-69,f,8622,5199
2021-03-29,60-69,m,7767,4687
2021-03-29,70-79,d,12,9
2021-03-29,70-79,f,14865,9630
2021-03-29,70-79,m,13971,9152
2021-03-29,80+,d,13,6
2021-03-29,80+,f,25192,18638
2021-03-29,80+,m,17950,12872
2021-03-29,NA,d,0,0
2021-03-29,NA,f,23,16
2021-03-29,NA,m,9,7
2021-03-30,0-9,d,0,0
2021-03-30,0-9,f,14,13
2021-03-30,0-9,m,4,3
2021-03-30,10-19,d,0,0
2021-03-30,10-19,f,440,255
2021-03-30,10-19,m,222,144
2021-03-30,20-29,d,1,0
2021-03-30,20-29,f,3863,1961
2021-03-30,20-29,m,1915,1196
2021-03-30,30-39,d,2,1
2021-03-30,30-39,f,5834,3088
2021-03-30,30-39,m,3602,2081
2021-03-30,40-49,d,1,0
2021-03-30,40-49,f,7007,3946
2021-03-30,40-49,m,4382,2623
2021-03-30,50-59,d,2,1
2021-03-30,50-59,f,9997,6080
2021-03-30,50-59,m,6975,4235
2021-03-30,60-69,d,2,2
2021-03-30,60-69,f,8881,5255
2021-03-30,60-69,m,8017,4748
2021-03-30,70-79,d,12,9
2021-03-30,70-79,f,15608,9777
2021-03-30,70-79,m,14599,9277
2021-03-30,80+,d,13,6
2021-03-30,80+,f,26187,18819
2021-03-30,80+,m,18655,13037
2021-03-30,NA,d,0,0
2021-03-30,NA,f,23,16
2021-03-30,NA,m,9,7
2021-03-31,0-9,d,0,0
2021-03-31,0-9,f,14,13
2021-03-31,0-9,m,4,3
2021-03-31,10-19,d,0,0
2021-03-31,10-19,f,449,259
2021-03-31,10-19,m,224,146
2021-03-31,20-29,d,1,0
2021-03-31,20-29,f,3886,2008
2021-03-31,20-29,m,1940,1218
2021-03-31,30-39,d,2,1
2021-03-31,30-39,f,5890,3182
2021-03-31,30-39,m,3642,2129
2021-03-31,40-49,d,1,0
2021-03-31,40-49,f,7101,4015
2021-03-31,40-49,m,4446,2662
2021-03-31,50-59,d,3,1
2021-03-31,50-59,f,10124,6155
2021-03-31,50-59,m,7117,4279
2021-03-31,60-69,d,2,2
2021-03-31,60-69,f,9115,5308
2021-03-31,60-69,m,8281,4796
2021-03-31,70-79,d,13,9
2021-03-31,70-79,f,16262,9857
2021-03-31,70-79,m,15127,9361
2021-03-31,80+,d,13,6
2021-03-31,80+,f,26934,18978
2021-03-31,80+,m,19178,13196
2021-03-31,NA,d,0,0
2021-03-31,NA,f,23,16
2021-03-31,NA,m,10,7
2021-04-01,0-9,d,0,0
2021-04-01,0-9,f,14,13
2021-04-01,0-9,m,4,3
2021-04-01,10-19,d,0,0
2021-04-01,10-19,f,450,269
2021-04-01,10-19,m,224,149
2021-04-01,20-29,d,1,0
2021-04-01,20-29,f,3909,2086
2021-04-01,20-29,m,1950,1249
2021-04-01,30-39,d,2,1
2021-04-01,30-39,f,5930,3292
2021-04-01,30-39,m,3669,2187
2021-04-01,40-49,d,1,1
2021-04-01,40-49,f,7165,4109
2021-04-01,40-49,m,4506,2710
2021-04-01,50-59,d,3,1
2021-04-01,50-59,f,10262,6256
2021-04-01,50-59,m,7239,4333
2021-04-01,60-69,d,2,2
2021-04-01,60-69,f,9329,5366
2021-04-01,60-69,m,8469,4848
2021-04-01,70-79,d,13,9
2021-04-01,70-79,f,16771,9931
2021-04-01,70-79,m,15585,9440
2021-04-01,80+,d,13,6
2021-04-01,80+,f,27598,19115
2021-04-01,80+,m,19664,13299
2021-04-01,NA,d,0,0
2021-04-01,NA,f,24,16
2021-04-01,NA,m,10,7
2021-04-02,0-9,d,0,0
2021-04-02,0-9,f,14,13
2021-04-02,0-9,m,4,3
2021-04-02,10-19,d,0,0
2021-04-02,10-19,f,450,269
2021-04-02,10-19,m,224,149
2021-04-02,20-29,d,1,0
2021-04-02,20-29,f,3909,2086
2021-04-02,20-29,m,1952,1249
2021-04-02,30-39,d,2,1
2021-04-02,30-39,f,5931,3294
2021-04-02,30-39,m,3671,2187
2021-04-02,40-49,d,1,1
2021-04-02,40-49,f,7166,4109
2021-04-02,40-49,m,4507,2710
2021-04-02,50-59,d,3,1
2021-04-02,50-59,f,10268,6256
2021-04-02,50-59,m,7245,4333
2021-04-02,60-69,d,2,2
2021-04-02,60-69,f,9345,5367
2021-04-02,60-69,m,8487,4848
2021-04-02,70-79,d,13,9
2021-04-02,70-79,f,16782,9931
2021-04-02,70-79,m,15600,9441
2021-04-02,80+,d,13,6
2021-04-02,80+,f,27604,19115
2021-04-02,80+,m,19667,13299
2021-04-02,NA,d,0,0
2021-04-02,NA,f,24,16
2021-04-02,NA,m,10,7
2021-04-03,0-9,d,0,0
2021-04-03,0-9,f,14,13
2021-04-03,0-9,m,4,3
2021-04-03,10-19,d,0,0
2021-04-03,10-19,f,450,269
2021-04-03,10-19,m,224,149
2021-04-03,20-29,d,1,0
2021-04-03,20-29,f,3909,2086
2021-04-03,20-29,m,1952,1249
2021-04-03,30-39,d,2,1
2021-04-03,30-39,f,5932,3295
2021-04-03,30-39,m,3671,2187
2021-04-03,40-49,d,1,1
2021-04-03,40-49,f,7169,4109
2021-04-03,40-49,m,4512,2710
2021-04-03,50-59,d,3,1
2021-04-03,50-59,f,10271,6258
2021-04-03,50-59,m,7254,4334
2021-04-03,60-69,d,2,2
2021-04-03,60-69,f,9348,5372
2021-04-03,60-69,m,8499,4849
2021-04-03,70-79,d,13,9
2021-04-03,70-79,f,16789,9937
2021-04-03,70-79,m,15610,9447
2021-04-03,80+,d,13,6
2021-04-03,80+,f,27605,19122
2021-04-03,80+,m,19668,13305
2021-04-03,NA,d,0,0
2021-04-03,NA,f,24,16
2021-04-03,NA,m,10,7
2021-04-04,0-9,d,0,0
2021-04-04,0-9,f,14,13
2021-04-04,0-9,m,4,3
2021-04-04,10-19,d,0,0
2021-04-04,10-19,f,450,269
2021-04-04,10-19,m,224,149
2021-04-04,20-29,d,1,0
2021-04-04,20-29,f,3909,2086
2021-04-04,20-29,m,1952,1249
2021-04-04,30-39,d,2,1
2021-04-04,30-39,f,5932,3295
2021-04-04,30-39,m,3671,2187
2021-04-04,40-49,d,1,1
2021-04-04,40-49,f,7169,4109
2021-04-04,40-49,m,4512,2710
2021-04-04,50-59,d,3,1
2021-04-04,50-59,f,10272,6258
2021-04-04,50-59,m,7254,4335
2021-04-04,60-69,d,2,2
2021-04-04,60-69,f,9348,5372
2021-04-04,60-69,m,8500,4849
2021-04-04,70-79,d,13,9
2021-04-04,70-79,f,16789,9937
2021-04-04,70-79,m,15611,9447
2021-04-04,80+,d,13,6
2021-04-04,80+,f,27606,19122
2021-04-04,80+,m,19668,13305
2021-04-04,NA,d,0,0
2021-04-04,NA,f,24,16
2021-04-04,NA,m,10,7
2021-04-05,0-9,d,0,0
2021-04-05,0-9,f,14,13
2021-04-05,0-9,m,4,3
2021-04-05,10-19,d,0,0
2021-04-05,10-19,f,450,269
2021-04-05,10-19,m,224,149
2021-04-05,20-29,d,1,0
2021-04-05,20-29,f,3909,2087
2021-04-05,20-29,m,1955,1255
2021-04-05,30-39,d,2,1
2021-04-05,30-39,f,5932,3296
2021-04-05,30-39,m,3671,2187
2021-04-05,40-49,d,1,1
2021-04-05,40-49,f,7173,4109
2021-04-05,40-49,m,4514,2710
2021-04-05,50-59,d,3,1
2021-04-05,50-59,f,10274,6258
2021-04-05,50-59,m,7257,4336
2021-04-05,60-69,d,2,2
2021-04-05,60-69,f,9350,5372
2021-04-05,60-69,m,8502,4849
2021-04-05,70-79,d,13,9
2021-04-05,70-79,f,16790,9938
2021-04-05,70-79,m,15611,9449
2021-04-05,80+,d,13,6
2021-04-05,80+,f,27608,19123
2021-04-05,80+,m,19668,13305
2021-04-05,NA,d,0,0
2021-04-05,NA,f,24,16
2021-04-05,NA,m,10,7
2021-04-06,0-9,d,0,0
2021-04-06,0-9,f,14,13
2021-04-06,0-9,m,4,3
2021-04-06,10-19,d,0,0
2021-04-06,10-19,f,450,275
2021-04-06,10-19,m,224,152
2021-04-06,20-29,d,1,0
2021-04-06,20-29,f,3921,2235
2021-04-06,20-29,m,1966,1300
2021-04-06,30-39,d,2,1
2021-04-06,30-39,f,5963,3483
2021-04-06,30-39,m,3694,2314
2021-04-06,40-49,d,1,1
2021-04-06,40-49,f,7221,4317
2021-04-06,40-49,m,4557,2834
2021-04-06,50-59,d,3,1
2021-04-06,50-59,f,10356,6528
2021-04-06,50-59,m,7350,4492
2021-04-06,60-69,d,2,2
2021-04-06,60-69,f,9476,5564
2021-04-06,60-69,m,8632,4994
2021-04-06,70-79,d,15,9
2021-04-06,70-79,f,17516,10161
2021-04-06,70-79,m,16290,9658
2021-04-06,80+,d,14,6
2021-04-06,80+,f,28264,19373
2021-04-06,80+,m,20148,13504
2021-04-06,NA,d,0,0
2021-04-06,NA,f,24,16
2021-04-06,NA,m,10,7
2021-04-07,0-9,d,0,0
2021-04-07,0-9,f,14,13
2021-04-07,0-9,m,4,3
2021-04-07,10-19,d,1,0
2021-04-07,10-19,f,452,287
2021-04-07,10-19,m,225,156
2021-04-07,20-29,d,1,0
2021-04-07,20-29,f,3956,2402
2021-04-07,20-29,m,1990,1356
2021-04-07,30-39,d,2,1
2021-04-07,30-39,f,6031,3737
2021-04-07,30-39,m,3752,2455
2021-04-07,40-49,d,1,1
2021-04-07,40-49,f,7298,4599
2021-04-07,40-49,m,4656,2980
2021-04-07,50-59,d,3,1
2021-04-07,50-59,f,10466,6816
2021-04-07,50-59,m,7492,4683
2021-04-07,60-69,d,2,2
2021-04-07,60-69,f,9801,5790
2021-04-07,60-69,m,8930,5198
2021-04-07,70-79,d,15,9
2021-04-07,70-79,f,18533,10404
2021-04-07,70-79,m,17189,9923
2021-04-07,80+,d,15,6
2021-04-07,80+,f,29009,19689
2021-04-07,80+,m,20714,13776
2021-04-07,NA,d,0,0
2021-04-07,NA,f,24,16
2021-04-07,NA,m,10,7
2021-04-08,0-9,d,0,0
2021-04-08,0-9,f,14,13
2021-04-08,0-9,m,4,3
2021-04-08,10-19,d,1,0
2021-04-08,10-19,f,454,300
2021-04-08,10-19,m,227,160
2021-04-08,20-29,d,1,0
2021-04-08,20-29,f,3998,2571
2021-04-08,20-29,m,2029,1409
2021-04-08,30-39,d,2,1
2021-04-08,30-39,f,6103,3999
2021-04-08,30-39,m,3846,2571
2021-04-08,40-49,d,1,1
2021-04-08,40-49,f,7399,4865
2021-04-08,40-49,m,4773,3146
2021-04-08,50-59,d,3,1
2021-04-08,50-59,f,10649,7126
2021-04-08,50-59,m,7725,4895
2021-04-08,60-69,d,4,2
2021-04-08,60-69,f,10252,6030
2021-04-08,60-69,m,9392,5412
2021-04-08,70-79,d,16,9
2021-04-08,70-79,f,19783,10679
2021-04-08,70-79,m,18327,10213
2021-04-08,80+,d,15,6
2021-04-08,80+,f,30030,20003
2021-04-08,80+,m,21487,14018
2021-04-08,NA,d,0,0
2021-04-08,NA,f,24,16
2021-04-08,NA,m,10,7
2021-04-09,0-9,d,0,0
2021-04-09,0-9,f,14,13
2021-04-09,0-9,m,4,3
2021-04-09,10-19,d,1,0
2021-04-09,10-19,f,457,319
2021-04-09,10-19,m,229,166
2021-04-09,20-29,d,1,0
2021-04-09,20-29,f,4043,2675
2021-04-09,20-29,m,2063,1446
2021-04-09,30-39,d,3,1
2021-04-09,30-39,f,6186,4127
2021-04-09,30-39,m,3928,2639
2021-04-09,40-49,d,2,1
2021-04-09,40-49,f,7510,5008
2021-04-09,40-49,m,4890,3231
2021-04-09,50-59,d,4,1
2021-04-09,50-59,f,10828,7319
2021-04-09,50-59,m,7933,5021
2021-04-09,60-69,d,4,2
2021-04-09,60-69,f,10662,6192
2021-04-09,60-69,m,9815,5571
2021-04-09,70-79,d,17,9
2021-04-09,70-79,f,20932,10906
2021-04-09,70-79,m,19324,10415
2021-04-09,80+,d,15,6
2021-04-09,80+,f,30945,20201
2021-04-09,80+,m,22087,14180
2021-04-09,NA,d,0,0
2021-04-09,NA,f,24,16
2021-04-09,NA,m,10,7
2021-04-10,0-9,d,0,0
2021-04-10,0-9,f,14,13
2021-04-10,0-9,m,4,3
2021-04-10,10-19,d,1,0
2021-04-10,10-19,f,467,319
2021-04-10,10-19,m,232,166
2021-04-10,20-29,d,1,0
2021-04-10,20-29,f,4063,2685
2021-04-10,20-29,m,2085,1449
2021-04-10,30-39,d,4,1
2021-04-10,30-39,f,6241,4138
2021-04-10,30-39,m,3978,2649
2021-04-10,40-49,d,2,1
2021-04-10,40-49,f,7605,5015
2021-04-10,40-49,m,4993,3234
2021-04-10,50-59,d,5,1
2021-04-10,50-59,f,10959,7337
2021-04-10,50-59,m,8112,5028
2021-04-10,60-69,d,5,2
2021-04-10,60-69,f,10964,6216
2021-04-10,60-69,m,10078,5588
2021-04-10,70-79,d,19,9
2021-04-10,70-79,f,21519,10950
2021-04-10,70-79,m,19801,10442
2021-04-10,80+,d,15,6
2021-04-10,80+,f,31302,20232
2021-04-10,80+,m,22377,14210
2021-04-10,NA,d,0,0
2021-04-10,NA,f,24,16
2021-04-10,NA,m,10,7
2021-04-11,0-9,d,0,0
2021-04-11,0-9,f,14,13
2021-04-11,0-9,m,4,3
2021-04-11,10-19,d,1,0
2021-04-11,10-19,f,467,319
2021-04-11,10-19,m,232,166
2021-04-11,20-29,d,1,0
2021-04-11,20-29,f,4063,2685
2021-04-11,20-29,m,2085,1449
2021-04-11,30-39,d,4,1
2021-04-11,30-39,f,6241,4138
2021-04-11,30-39,m,3978,2649
2021-04-11,40-49,d,2,1
2021-04-11,40-49,f,7609,5015
2021-04-11,40-49,m,4994,3234
2021-04-11,50-59,d,5,1
2021-04-11,50-59,f,10966,7337
2021-04-11,50-59,m,8131,5030
2021-04-11,60-69,d,5,2
2021-04-11,60-69,f,10992,6217
2021-04-11,60-69,m,10109,5589
2021-04-11,70-79,d,19,9
2021-04-11,70-79,f,21539,10950
2021-04-11,70-79,m,19819,10444
2021-04-11,80+,d,15,6
2021-04-11,80+,f,31309,20232
2021-04-11,80+,m,22378,14210
2021-04-11,NA,d,0,0
2021-04-11,NA,f,24,16
2021-04-11,NA,m,10,7
2021-04-12,0-9,d,0,0
2021-04-12,0-9,f,14,13
2021-04-12,0-9,m,4,3
2021-04-12,10-19,d,1,0
2021-04-12,10-19,f,470,321
2021-04-12,10-19,m,233,168
2021-04-12,20-29,d,1,0
2021-04-12,20-29,f,4124,2736
2021-04-12,20-29,m,2125,1463
2021-04-12,30-39,d,4,1
2021-04-12,30-39,f,6338,4215
2021-04-12,30-39,m,4091,2689
2021-04-12,40-49,d,2,1
2021-04-12,40-49,f,7750,5078
2021-04-12,40-49,m,5208,3283
2021-04-12,50-59,d,5,1
2021-04-12,50-59,f,11201,7440
2021-04-12,50-59,m,8493,5117
2021-04-12,60-69,d,6,2
2021-04-12,60-69,f,11799,6335
2021-04-12,60-69,m,10926,5686
2021-04-12,70-79,d,20,9
2021-04-12,70-79,f,22721,11125
2021-04-12,70-79,m,20855,10585
2021-04-12,80+,d,15,6
2021-04-12,80+,f,31928,20410
2021-04-12,80+,m,22819,14372
2021-04-12,NA,d,0,0
2021-04-12,NA,f,24,16
2021-04-12,NA,m,10,7
2021-04-13,0-9,d,0,0
2021-04-13,0-9,f,14,13
2021-04-13,0-9,m,4,3
2021-04-13,10-19,d,1,0
2021-04-13,10-19,f,477,330
2021-04-13,10-19,m,235,168
2021-04-13,20-29,d,1,0
2021-04-13,20-29,f,4194,2840
2021-04-13,20-29,m,2169,1510
2021-04-13,30-39,d,4,1
2021-04-13,30-39,f,6467,4400
2021-04-13,30-39,m,4248,2776
2021-04-13,40-49,d,2,1
2021-04-13,40-49,f,7926,5301
2021-04-13,40-49,m,5443,3411
2021-04-13,50-59,d,6,1
2021-04-13,50-59,f,11525,7671
2021-04-13,50-59,m,8880,5293
2021-04-13,60-69,d,9,2
2021-04-13,60-69,f,12796,6516
2021-04-13,60-69,m,11941,5878
2021-04-13,70-79,d,21,9
2021-04-13,70-79,f,24151,11313
2021-04-13,70-79,m,22140,10837
2021-04-13,80+,d,15,6
2021-04-13,80+,f,32649,20599
2021-04-13,80+,m,23294,14543
2021-04-13,NA,d,0,0
2021-04-13,NA,f,24,16
2021-04-13,NA,m,10,7
2021-04-14,0-9,d,0,0
2021-04-14,0-9,f,14,13
2021-04-14,0-9,m,4,3
2021-04-14,10-19,d,1,0
2021-04-14,10-19,f,483,336
2021-04-14,10-19,m,237,172
2021-04-14,20-29,d,1,0
2021-04-14,20-29,f,4281,2945
2021-04-14,20-29,m,2253,1538
2021-04-14,30-39,d,4,1
2021-04-14,30-39,f,6650,4573
2021-04-14,30-39,m,4445,2870
2021-04-14,40-49,d,5,1
2021-04-14,40-49,f,8241,5553
2021-04-14,40-49,m,5808,3514
2021-04-14,50-59,d,7,1
2021-04-14,50-59,f,12024,7899
2021-04-14,50-59,m,9482,5461
2021-04-14,60-69,d,10,2
2021-04-14,60-69,f,14206,6719
2021-04-14,60-69,m,13284,6061
2021-04-14,70-79,d,21,9
2021-04-14,70-79,f,25786,11571
2021-04-14,70-79,m,23515,11088
2021-04-14,80+,d,16,6
2021-04-14,80+,f,33352,20905
2021-04-14,80+,m,23705,14785
2021-04-14,NA,d,0,0
2021-04-14,NA,f,24,16
2021-04-14,NA,m,10,7
2021-04-15,0-9,d,0,0
2021-04-15,0-9,f,14,13
2021-04-15,0-9,m,4,3
2021-04-15,10-19,d,1,0
2021-04-15,10-19,f,489,347
2021-04-15,10-19,m,244,177
2021-04-15,20-29,d,1,0
2021-04-15,20-29,f,4372,3002
2021-04-15,20-29,m,2315,1560
2021-04-15,30-39,d,4,1
2021-04-15,30-39,f,6830,4686
2021-04-15,30-39,m,4649,2913
2021-04-15,40-49,d,5,1
2021-04-15,40-49,f,8510,5660
2021-04-15,40-49,m,6129,3579
2021-04-15,50-59,d,9,1
2021-04-15,50-59,f,12505,8071
2021-04-15,50-59,m,10075,5567
2021-04-15,60-69,d,12,2
2021-04-15,60-69,f,15588,6914
2021-04-15,60-69,m,14606,6214
2021-04-15,70-79,d,23,10
2021-04-15,70-79,f,27491,11826
2021-04-15,70-79,m,24988,11336
2021-04-15,80+,d,16,6
2021-04-15,80+,f,34064,21177
2021-04-15,80+,m,24165,15011
2021-04-15,NA,d,0,0
2021-04-15,NA,f,24,16
2021-04-15,NA,m,10,7
2021-04-16,0-9,d,0,0
2021-04-16,0-9,f,14,13
2021-04-16,0-9,m,4,3
2021-04-16,10-19,d,1,0
2021-04-16,10-19,f,504,360
2021-04-16,10-19,m,252,178
2021-04-16,20-29,d,1,0
2021-04-16,20-29,f,4480,3052
2021-04-16,20-29,m,2419,1576
2021-04-16,30-39,d,4,1
2021-04-16,30-39,f,7056,4779
2021-04-16,30-39,m,4886,2957
2021-04-16,40-49,d,6,1
2021-04-16,40-49,f,8837,5766
2021-04-16,40-49,m,6484,3641
2021-04-16,50-59,d,10,1
2021-04-16,50-59,f,13071,8199
2021-04-16,50-59,m,10786,5676
2021-04-16,60-69,d,13,2
2021-04-16,60-69,f,16911,7033
2021-04-16,60-69,m,15938,6366
2021-04-16,70-79,d,25,10
2021-04-16,70-79,f,29092,12060
2021-04-16,70-79,m,26325,11549
2021-04-16,80+,d,16,6
2021-04-16,80+,f,34736,21487
2021-04-16,80+,m,24577,15229
2021-04-16,NA,d,0,0
2021-04-16,NA,f,24,16
2021-04-16,NA,m,10,7
2021-04-17,0-9,d,0,0
2021-04-17,0-9,f,14,13
2021-04-17,0-9,m,4,3
2021-04-17,10-19,d,1,0
2021-04-17,10-19,f,508,361
2021-04-17,10-19,m,258,178
2021-04-17,20-29,d,1,0
2021-04-17,20-29,f,4562,3061
2021-04-17,20-29,m,2466,1578
2021-04-17,30-39,d,4,1
2021-04-17,30-39,f,7153,4784
2021-04-17,30-39,m,4974,2959
2021-04-17,40-49,d,7,1
2021-04-17,40-49,f,9013,5779
2021-04-17,40-49,m,6664,3652
2021-04-17,50-59,d,10,1
2021-04-17,50-59,f,13373,8207
2021-04-17,50-59,m,11130,5681
2021-04-17,60-69,d,15,2
2021-04-17,60-69,f,17604,7049
2021-04-17,60-69,m,16553,6380
2021-04-17,70-79,d,26,10
2021-04-17,70-79,f,29936,12095
2021-04-17,70-79,m,27038,11579
2021-04-17,80+,d,16,6
2021-04-17,80+,f,35116,21514
2021-04-17,80+,m,24826,15253
2021-04-17,NA,d,0,0
2021-04-17,NA,f,24,16
2021-04-17,NA,m,10,7
2021-04-18,0-9,d,0,0
2021-04-18,0-9,f,14,13
2021-04-18,0-9,m,4,3
2021-04-18,10-19,d,1,0
2021-04-18,10-19,f,508,361
2021-04-18,10-19,m,258,178
2021-04-18,20-29,d,1,0
2021-04-18,20-29,f,4566,3061
2021-04-18,20-29,m,2471,1578
2021-04-18,30-39,d,4,1
2021-04-18,30-39,f,7159,4784
2021-04-18,30-39,m,4978,2959
2021-04-18,40-49,d,7,1
2021-04-18,40-49,f,9018,5779
2021-04-18,40-49,m,6671,3652
2021-04-18,50-59,d,10,1
2021-04-18,50-59,f,13397,8208
2021-04-18,50-59,m,11148,5681
2021-04-18,60-69,d,15,2
2021-04-18,60-69,f,17670,7049
2021-04-18,60-69,m,16613,6380
2021-04-18,70-79,d,26,10
2021-04-18,70-79,f,29996,12095
2021-04-18,70-79,m,27107,11579
2021-04-18,80+,d,16,6
2021-04-18,80+,f,35144,21514
2021-04-18,80+,m,24843,15253
2021-04-18,NA,d,0,0
2021-04-18,NA,f,24,16
2021-04-18,NA,m,10,7
2021-04-19,0-9,d,0,0
2021-04-19,0-9,f,14,13
2021-04-19,0-9,m,4,3
2021-04-19,10-19,d,1,0
2021-04-19,10-19,f,523,365
2021-04-19,10-19,m,268,179
2021-04-19,20-29,d,1,0
2021-04-19,20-29,f,4701,3104
2021-04-19,20-29,m,2553,1590
2021-04-19,30-39,d,5,1
2021-04-19,30-39,f,7362,4835
2021-04-19,30-39,m,5205,2989
2021-04-19,40-49,d,7,1
2021-04-19,40-49,f,9367,5825
2021-04-19,40-49,m,7094,3686
2021-04-19,50-59,d,10,1
2021-04-19,50-59,f,13914,8290
2021-04-19,50-59,m,11899,5772
2021-04-19,60-69,d,15,2
2021-04-19,60-69,f,18990,7141
2021-04-19,60-69,m,17943,6486
2021-04-19,70-79,d,27,10
2021-04-19,70-79,f,31262,12239
2021-04-19,70-79,m,28272,11722
2021-04-19,80+,d,16,6
2021-04-19,80+,f,35484,21681
