date,ageclass,gender,ncumul_firstvacc,ncumul_secondvacc
2021-05-16,10-19,d,2,1
2021-05-16,10-19,f,1310,435
2021-05-16,10-19,m,732,219
2021-05-16,20-29,d,15,0
2021-05-16,20-29,f,10849,4017
2021-05-16,20-29,m,6591,2188
2021-05-16,30-39,d,21,4
2021-05-16,30-39,f,15894,6313
2021-05-16,30-39,m,12565,4408
2021-05-16,40-49,d,18,5
2021-05-16,40-49,f,20985,7883
2021-05-16,40-49,m,17206,5808
2021-05-16,50-59,d,60,9
2021-05-16,50-59,f,45408,11667
2021-05-16,50-59,m,45849,9599
2021-05-16,60-69,d,42,14
2021-05-16,60-69,f,46915,15071
2021-05-16,60-69,m,44765,14260
2021-05-16,70-79,d,49,20
2021-05-16,70-79,f,47612,26396
2021-05-16,70-79,m,42284,23979
2021-05-16,80+,d,22,13
2021-05-16,80+,f,40239,31926
2021-05-16,80+,m,28179,22683
2021-05-16,NA,d,0,0
2021-05-16,NA,f,32,16
2021-05-16,NA,m,15,7
2021-05-17,0-9,d,0,0
2021-05-17,0-9,f,14,15
2021-05-17,0-9,m,4,3
2021-05-17,10-19,d,2,1
2021-05-17,10-19,f,1352,442
2021-05-17,10-19,m,761,224
2021-05-17,20-29,d,16,0
2021-05-17,20-29,f,11212,4113
2021-05-17,20-29,m,6907,2266
2021-05-17,30-39,d,21,5
2021-05-17,30-39,f,16403,6493
2021-05-17,30-39,m,13173,4609
2021-05-17,40-49,d,19,5
2021-05-17,40-49,f,21494,8206
2021-05-17,40-49,m,17787,6215
2021-05-17,50-59,d,63,9
2021-05-17,50-59,f,47229,12134
2021-05-17,50-59,m,47968,10306
2021-05-17,60-69,d,45,14
2021-05-17,60-69,f,47745,16382
2021-05-17,60-69,m,45652,15600
2021-05-17,70-79,d,49,21
2021-05-17,70-79,f,47784,27735
2021-05-17,70-79,m,42431,25195
2021-05-17,80+,d,22,13
2021-05-17,80+,f,40296,32333
2021-05-17,80+,m,28225,22929
2021-05-17,NA,d,0,0
2021-05-17,NA,f,32,16
2021-05-17,NA,m,15,7
2021-05-18,0-9,d,0,0
2021-05-18,0-9,f,14,15
2021-05-18,0-9,m,4,3
2021-05-18,10-19,d,2,1
2021-05-18,10-19,f,1412,449
2021-05-18,10-19,m,803,232
2021-05-18,20-29,d,16,0
2021-05-18,20-29,f,11701,4232
2021-05-18,20-29,m,7379,2353
2021-05-18,30-39,d,22,5
2021-05-18,30-39,f,17154,6711
2021-05-18,30-39,m,13965,4878
2021-05-18,40-49,d,21,6
2021-05-18,40-49,f,22318,8584
2021-05-18,40-49,m,18610,6632
2021-05-18,50-59,d,65,10
2021-05-18,50-59,f,49271,12752
2021-05-18,50-59,m,50196,11185
2021-05-18,60-69,d,45,15
2021-05-18,60-69,f,48719,18130
2021-05-18,60-69,m,46610,17237
2021-05-18,70-79,d,49,24
2021-05-18,70-79,f,47936,29608
2021-05-18,70-79,m,42570,26881
2021-05-18,80+,d,23,14
2021-05-18,80+,f,40358,32990
2021-05-18,80+,m,28259,23355
2021-05-18,NA,d,0,0
2021-05-18,NA,f,32,16
2021-05-18,NA,m,15,7
2021-05-19,0-9,d,0,0
2021-05-19,0-9,f,14,15
2021-05-19,0-9,m,4,3
2021-05-19,10-19,d,2,1
2021-05-19,10-19,f,1487,468
2021-05-19,10-19,m,872,238
2021-05-19,20-29,d,17,0
2021-05-19,20-29,f,12154,4348
2021-05-19,20-29,m,7853,2481
2021-05-19,30-39,d,23,6
2021-05-19,30-39,f,17886,6933
2021-05-19,30-39,m,14852,5131
2021-05-19,40-49,d,22,7
2021-05-19,40-49,f,23113,8958
2021-05-19,40-49,m,19500,7073
2021-05-19,50-59,d,66,11
2021-05-19,50-59,f,51293,13436
2021-05-19,50-59,m,52425,12078
2021-05-19,60-69,d,45,18
2021-05-19,60-69,f,49661,19871
2021-05-19,60-69,m,47635,18893
2021-05-19,70-79,d,49,28
2021-05-19,70-79,f,48144,31300
2021-05-19,70-79,m,42729,28281
2021-05-19,80+,d,23,14
2021-05-19,80+,f,40454,33469
2021-05-19,80+,m,28333,23685
2021-05-19,NA,d,0,0
2021-05-19,NA,f,32,16
2021-05-19,NA,m,15,7
2021-05-20,0-9,d,0,0
2021-05-20,0-9,f,14,15
2021-05-20,0-9,m,4,3
2021-05-20,10-19,d,2,1
2021-05-20,10-19,f,1549,483
2021-05-20,10-19,m,939,251
2021-05-20,20-29,d,19,0
2021-05-20,20-29,f,12661,4494
2021-05-20,20-29,m,8372,2597
2021-05-20,30-39,d,26,6
2021-05-20,30-39,f,18727,7211
2021-05-20,30-39,m,15783,5374
2021-05-20,40-49,d,23,7
2021-05-20,40-49,f,23966,9414
2021-05-20,40-49,m,20408,7511
2021-05-20,50-59,d,70,13
2021-05-20,50-59,f,53007,14240
2021-05-20,50-59,m,54298,13008
2021-05-20,60-69,d,46,23
2021-05-20,60-69,f,50579,21753
2021-05-20,60-69,m,48500,20711
2021-05-20,70-79,d,49,29
2021-05-20,70-79,f,48333,33286
2021-05-20,70-79,m,42918,30011
2021-05-20,80+,d,23,15
2021-05-20,80+,f,40553,34000
2021-05-20,80+,m,28388,24070
2021-05-20,NA,d,0,0
2021-05-20,NA,f,32,16
2021-05-20,NA,m,15,7
2021-05-21,0-9,d,0,0
2021-05-21,0-9,f,14,15
2021-05-21,0-9,m,4,3
2021-05-21,10-19,d,3,1
2021-05-21,10-19,f,1635,507
2021-05-21,10-19,m,1031,264
2021-05-21,20-29,d,21,0
2021-05-21,20-29,f,13317,4673
2021-05-21,20-29,m,9031,2706
2021-05-21,30-39,d,27,7
2021-05-21,30-39,f,19745,7488
2021-05-21,30-39,m,16996,5629
2021-05-21,40-49,d,25,7
2021-05-21,40-49,f,24891,9857
2021-05-21,40-49,m,21362,7976
2021-05-21,50-59,d,72,13
2021-05-21,50-59,f,54586,15012
2021-05-21,50-59,m,55945,13862
2021-05-21,60-69,d,47,25
2021-05-21,60-69,f,51335,23281
2021-05-21,60-69,m,49255,22157
2021-05-21,70-79,d,49,32
2021-05-21,70-79,f,48446,34788
2021-05-21,70-79,m,43027,31248
2021-05-21,80+,d,23,15
2021-05-21,80+,f,40608,34466
2021-05-21,80+,m,28423,24389
2021-05-21,NA,d,0,0
2021-05-21,NA,f,32,16
2021-05-21,NA,m,15,7
2021-05-22,0-9,d,0,0
2021-05-22,0-9,f,14,15
2021-05-22,0-9,m,4,3
2021-05-22,10-19,d,3,1
2021-05-22,10-19,f,1679,520
2021-05-22,10-19,m,1070,269
2021-05-22,20-29,d,21,0
2021-05-22,20-29,f,13524,4753
2021-05-22,20-29,m,9241,2753
2021-05-22,30-39,d,27,7
2021-05-22,30-39,f,20027,7564
2021-05-22,30-39,m,17371,5674
2021-05-22,40-49,d,25,7
2021-05-22,40-49,f,25181,9973
2021-05-22,40-49,m,21677,8062
2021-05-22,50-59,d,73,13
2021-05-22,50-59,f,55091,15201
2021-05-22,50-59,m,56497,14043
2021-05-22,60-69,d,47,25
2021-05-22,60-69,f,51582,23555
2021-05-22,60-69,m,49524,22399
2021-05-22,70-79,d,49,32
2021-05-22,70-79,f,48497,35073
2021-05-22,70-79,m,43072,31504
2021-05-22,80+,d,23,15
2021-05-22,80+,f,40635,34610
2021-05-22,80+,m,28449,24482
2021-05-22,NA,d,0,0
2021-05-22,NA,f,32,16
2021-05-22,NA,m,15,7
2021-05-23,0-9,d,0,0
2021-05-23,0-9,f,14,15
2021-05-23,0-9,m,4,3
2021-05-23,10-19,d,3,1
2021-05-23,10-19,f,1684,524
2021-05-23,10-19,m,1076,271
2021-05-23,20-29,d,21,0
2021-05-23,20-29,f,13559,4774
2021-05-23,20-29,m,9274,2756
2021-05-23,30-39,d,28,7
2021-05-23,30-39,f,20095,7574
2021-05-23,30-39,m,17438,5682
2021-05-23,40-49,d,25,7
2021-05-23,40-49,f,25261,9994
2021-05-23,40-49,m,21770,8073
2021-05-23,50-59,d,73,13
2021-05-23,50-59,f,55207,15225
2021-05-23,50-59,m,56613,14055
2021-05-23,60-69,d,47,25
2021-05-23,60-69,f,51641,23561
2021-05-23,60-69,m,49579,22405
2021-05-23,70-79,d,49,32
2021-05-23,70-79,f,48516,35074
2021-05-23,70-79,m,43085,31506
2021-05-23,80+,d,23,15
2021-05-23,80+,f,40643,34610
2021-05-23,80+,m,28452,24482
2021-05-23,NA,d,0,0
2021-05-23,NA,f,32,16
2021-05-23,NA,m,15,7
2021-05-24,0-9,d,0,0
2021-05-24,0-9,f,14,15
2021-05-24,0-9,m,4,3
2021-05-24,10-19,d,3,1
2021-05-24,10-19,f,1777,529
2021-05-24,10-19,m,1169,274
2021-05-24,20-29,d,24,0
2021-05-24,20-29,f,14325,4824
2021-05-24,20-29,m,10098,2811
2021-05-24,30-39,d,31,7
2021-05-24,30-39,f,21110,7679
2021-05-24,30-39,m,18767,5793
2021-05-24,40-49,d,26,7
2021-05-24,40-49,f,26206,10123
2021-05-24,40-49,m,22891,8249
2021-05-24,50-59,d,73,13
2021-05-24,50-59,f,55566,15488
2021-05-24,50-59,m,57072,14442
2021-05-24,60-69,d,47,25
2021-05-24,60-69,f,51787,24164
2021-05-24,60-69,m,49749,23047
2021-05-24,70-79,d,49,34
2021-05-24,70-79,f,48557,35646
2021-05-24,70-79,m,43116,32042
2021-05-24,80+,d,23,15
2021-05-24,80+,f,40656,34682
2021-05-24,80+,m,28462,24547
2021-05-24,NA,d,0,0
2021-05-24,NA,f,32,16
2021-05-24,NA,m,15,7
2021-05-25,0-9,d,0,0
2021-05-25,0-9,f,14,15
2021-05-25,0-9,m,4,3
2021-05-25,10-19,d,3,1
2021-05-25,10-19,f,1894,552
2021-05-25,10-19,m,1260,292
2021-05-25,20-29,d,28,1
2021-05-25,20-29,f,15220,5051
2021-05-25,20-29,m,11005,2938
2021-05-25,30-39,d,32,8
2021-05-25,30-39,f,22425,8057
2021-05-25,30-39,m,20579,6151
2021-05-25,40-49,d,29,11
2021-05-25,40-49,f,27284,10709
2021-05-25,40-49,m,24298,8791
2021-05-25,50-59,d,75,14
2021-05-25,50-59,f,56046,16423
2021-05-25,50-59,m,57653,15525
2021-05-25,60-69,d,48,25
2021-05-25,60-69,f,51985,25912
2021-05-25,60-69,m,49953,24850
2021-05-25,70-79,d,49,40
2021-05-25,70-79,f,48622,37217
2021-05-25,70-79,m,43165,33397
2021-05-25,80+,d,23,15
2021-05-25,80+,f,40684,35129
2021-05-25,80+,m,28477,24825
2021-05-25,NA,d,0,0
2021-05-25,NA,f,32,16
2021-05-25,NA,m,15,7
2021-05-26,0-9,d,0,0
2021-05-26,0-9,f,14,15
2021-05-26,0-9,m,4,3
2021-05-26,10-19,d,4,1
2021-05-26,10-19,f,2035,588
2021-05-26,10-19,m,1377,312
2021-05-26,20-29,d,29,2
2021-05-26,20-29,f,16228,5308
2021-05-26,20-29,m,12014,3137
2021-05-26,30-39,d,35,11
2021-05-26,30-39,f,23933,8498
2021-05-26,30-39,m,22439,6506
2021-05-26,40-49,d,33,12
2021-05-26,40-49,f,28690,11348
2021-05-26,40-49,m,25866,9392
2021-05-26,50-59,d,76,16
2021-05-26,50-59,f,56580,17467
2021-05-26,50-59,m,58225,16687
2021-05-26,60-69,d,48,27
2021-05-26,60-69,f,52210,27537
2021-05-26,60-69,m,50156,26520
2021-05-26,70-79,d,49,40
2021-05-26,70-79,f,48692,38487
2021-05-26,70-79,m,43225,34579
2021-05-26,80+,d,23,15
2021-05-26,80+,f,40712,35445
2021-05-26,80+,m,28492,25040
2021-05-26,NA,d,0,0
2021-05-26,NA,f,32,16
2021-05-26,NA,m,15,7
2021-05-27,0-9,d,0,0
2021-05-27,0-9,f,14,15
2021-05-27,0-9,m,4,3
2021-05-27,10-19,d,4,1
2021-05-27,10-19,f,2201,609
2021-05-27,10-19,m,1545,322
2021-05-27,20-29,d,34,3
2021-05-27,20-29,f,17277,5592
2021-05-27,20-29,m,13132,3280
2021-05-27,30-39,d,40,12
2021-05-27,30-39,f,25585,8832
2021-05-27,30-39,m,24435,6821
2021-05-27,40-49,d,34,13
2021-05-27,40-49,f,30119,11939
2021-05-27,40-49,m,27538,9910
2021-05-27,50-59,d,78,17
2021-05-27,50-59,f,57031,18489
2021-05-27,50-59,m,58714,17779
2021-05-27,60-69,d,48,27
2021-05-27,60-69,f,52400,29092
2021-05-27,60-69,m,50338,27970
2021-05-27,70-79,d,49,40
2021-05-27,70-79,f,48762,39668
2021-05-27,70-79,m,43282,35531
2021-05-27,80+,d,23,15
2021-05-27,80+,f,40743,35803
2021-05-27,80+,m,28512,25268
2021-05-27,NA,d,0,0
2021-05-27,NA,f,32,16
2021-05-27,NA,m,15,7
2021-05-28,0-9,d,0,0
2021-05-28,0-9,f,14,15
2021-05-28,0-9,m,4,3
2021-05-28,10-19,d,5,1
2021-05-28,10-19,f,2366,634
2021-05-28,10-19,m,1702,347
2021-05-28,20-29,d,38,3
2021-05-28,20-29,f,18243,5892
2021-05-28,20-29,m,14203,3476
2021-05-28,30-39,d,47,13
2021-05-28,30-39,f,27140,9256
2021-05-28,30-39,m,26317,7171
2021-05-28,40-49,d,37,13
2021-05-28,40-49,f,31477,12579
2021-05-28,40-49,m,29070,10476
2021-05-28,50-59,d,80,20
2021-05-28,50-59,f,57430,19573
2021-05-28,50-59,m,59149,18970
2021-05-28,60-69,d,48,29
2021-05-28,60-69,f,52582,30516
2021-05-28,60-69,m,50515,29404
2021-05-28,70-79,d,49,41
2021-05-28,70-79,f,48818,40678
2021-05-28,70-79,m,43324,36439
2021-05-28,80+,d,23,15
2021-05-28,80+,f,40768,36169
2021-05-28,80+,m,28527,25498
2021-05-28,NA,d,0,0
2021-05-28,NA,f,32,16
2021-05-28,NA,m,15,7
2021-05-29,0-9,d,0,0
2021-05-29,0-9,f,14,15
2021-05-29,0-9,m,4,3
2021-05-29,10-19,d,5,1
2021-05-29,10-19,f,2440,638
2021-05-29,10-19,m,1764,352
2021-05-29,20-29,d,41,3
2021-05-29,20-29,f,18584,5921
2021-05-29,20-29,m,14555,3500
2021-05-29,30-39,d,47,13
2021-05-29,30-39,f,27698,9320
2021-05-29,30-39,m,26920,7244
2021-05-29,40-49,d,39,13
2021-05-29,40-49,f,31959,12699
2021-05-29,40-49,m,29602,10604
2021-05-29,50-59,d,80,20
2021-05-29,50-59,f,57621,19796
2021-05-29,50-59,m,59346,19242
2021-05-29,60-69,d,48,29
2021-05-29,60-69,f,52673,30846
2021-05-29,60-69,m,50612,29708
2021-05-29,70-79,d,49,41
2021-05-29,70-79,f,48840,40925
2021-05-29,70-79,m,43341,36666
2021-05-29,80+,d,23,15
2021-05-29,80+,f,40783,36252
2021-05-29,80+,m,28530,25583
2021-05-29,NA,d,0,0
2021-05-29,NA,f,32,16
2021-05-29,NA,m,15,7
2021-05-30,0-9,d,0,0
2021-05-30,0-9,f,14,15
2021-05-30,0-9,m,4,3
2021-05-30,10-19,d,5,1
2021-05-30,10-19,f,2448,638
2021-05-30,10-19,m,1771,352
2021-05-30,20-29,d,41,3
2021-05-30,20-29,f,18642,5922
2021-05-30,20-29,m,14610,3500
2021-05-30,30-39,d,47,13
2021-05-30,30-39,f,27766,9321
2021-05-30,30-39,m,27012,7244
2021-05-30,40-49,d,39,13
2021-05-30,40-49,f,32031,12701
2021-05-30,40-49,m,29675,10604
2021-05-30,50-59,d,80,20
2021-05-30,50-59,f,57659,19799
2021-05-30,50-59,m,59380,19243
2021-05-30,60-69,d,48,29
2021-05-30,60-69,f,52686,30846
2021-05-30,60-69,m,50630,29708
2021-05-30,70-79,d,49,41
2021-05-30,70-79,f,48848,40926
2021-05-30,70-79,m,43344,36666
2021-05-30,80+,d,23,15
2021-05-30,80+,f,40783,36252
2021-05-30,80+,m,28532,25583
2021-05-30,NA,d,0,0
2021-05-30,NA,f,32,16
2021-05-30,NA,m,15,7
2021-05-31,0-9,d,0,0
2021-05-31,0-9,f,14,15
2021-05-31,0-9,m,4,3
2021-05-31,10-19,d,6,1
2021-05-31,10-19,f,2576,683
2021-05-31,10-19,m,1889,379
2021-05-31,20-29,d,41,4
2021-05-31,20-29,f,19733,6301
2021-05-31,20-29,m,15582,3721
2021-05-31,30-39,d,49,14
2021-05-31,30-39,f,29162,9823
2021-05-31,30-39,m,28737,7582
2021-05-31,40-49,d,42,13
2021-05-31,40-49,f,33177,13316
2021-05-31,40-49,m,31016,11072
2021-05-31,50-59,d,80,21
2021-05-31,50-59,f,57996,21061
2021-05-31,50-59,m,59717,20435
2021-05-31,60-69,d,48,31
2021-05-31,60-69,f,52798,32095
2021-05-31,60-69,m,50761,30841
2021-05-31,70-79,d,49,43
2021-05-31,70-79,f,48886,41693
2021-05-31,70-79,m,43380,37288
2021-05-31,80+,d,23,15
2021-05-31,80+,f,40797,36498
2021-05-31,80+,m,28541,25731
2021-05-31,NA,d,0,0
2021-05-31,NA,f,32,16
2021-05-31,NA,m,15,7
2021-06-01,0-9,d,0,0
2021-06-01,0-9,f,14,15
2021-06-01,0-9,m,4,3
2021-06-01,10-19,d,6,1
2021-06-01,10-19,f,2747,708
2021-06-01,10-19,m,2054,399
2021-06-01,20-29,d,43,4
2021-06-01,20-29,f,20887,6685
2021-06-01,20-29,m,16760,3904
2021-06-01,30-39,d,51,14
2021-06-01,30-39,f,30874,10339
2021-06-01,30-39,m,30859,7903
2021-06-01,40-49,d,44,13
2021-06-01,40-49,f,34561,13991
2021-06-01,40-49,m,32727,11576
2021-06-01,50-59,d,81,23
2021-06-01,50-59,f,58333,22593
2021-06-01,50-59,m,60114,22007
2021-06-01,60-69,d,49,33
2021-06-01,60-69,f,52961,33546
2021-06-01,60-69,m,50890,32175
2021-06-01,70-79,d,49,43
2021-06-01,70-79,f,48934,42497
2021-06-01,70-79,m,43423,37965
2021-06-01,80+,d,23,17
2021-06-01,80+,f,40826,36750
2021-06-01,80+,m,28560,25880
2021-06-01,NA,d,0,0
2021-06-01,NA,f,32,16
2021-06-01,NA,m,15,7
2021-06-02,0-9,d,0,0
2021-06-02,0-9,f,14,15
2021-06-02,0-9,m,4,3
2021-06-02,10-19,d,7,1
2021-06-02,10-19,f,2990,751
2021-06-02,10-19,m,2277,428
2021-06-02,20-29,d,51,6
2021-06-02,20-29,f,22201,7081
2021-06-02,20-29,m,18150,4083
2021-06-02,30-39,d,55,14
2021-06-02,30-39,f,32722,10901
2021-06-02,30-39,m,33132,8272
2021-06-02,40-49,d,48,14
2021-06-02,40-49,f,36264,14773
2021-06-02,40-49,m,34523,12065
2021-06-02,50-59,d,81,26
2021-06-02,50-59,f,58707,24425
2021-06-02,50-59,m,60531,23882
2021-06-02,60-69,d,49,34
2021-06-02,60-69,f,53080,34907
2021-06-02,60-69,m,51009,33387
2021-06-02,70-79,d,49,47
2021-06-02,70-79,f,48979,43013
2021-06-02,70-79,m,43471,38396
2021-06-02,80+,d,23,17
2021-06-02,80+,f,40848,36941
2021-06-02,80+,m,28573,25996
2021-06-02,NA,d,0,0
2021-06-02,NA,f,32,16
2021-06-02,NA,m,15,7
2021-06-03,0-9,d,0,0
2021-06-03,0-9,f,14,15
2021-06-03,0-9,m,4,3
2021-06-03,10-19,d,7,1
2021-06-03,10-19,f,3248,796
2021-06-03,10-19,m,2510,465
2021-06-03,20-29,d,58,6
2021-06-03,20-29,f,23588,7475
2021-06-03,20-29,m,19582,4299
2021-06-03,30-39,d,60,15
2021-06-03,30-39,f,34718,11403
2021-06-03,30-39,m,35482,8669
2021-06-03,40-49,d,57,14
2021-06-03,40-49,f,38002,15406
2021-06-03,40-49,m,36477,12537
2021-06-03,50-59,d,84,30
2021-06-03,50-59,f,59145,26616
2021-06-03,50-59,m,61021,26101
2021-06-03,60-69,d,49,35
2021-06-03,60-69,f,53275,36324
2021-06-03,60-69,m,51210,34677
2021-06-03,70-79,d,49,47
2021-06-03,70-79,f,49049,43431
2021-06-03,70-79,m,43516,38719
2021-06-03,80+,d,23,17
2021-06-03,80+,f,40895,37105
2021-06-03,80+,m,28595,26086
2021-06-03,NA,d,0,0
2021-06-03,NA,f,32,16
2021-06-03,NA,m,15,7
2021-06-04,0-9,d,0,0
2021-06-04,0-9,f,14,15
2021-06-04,0-9,m,4,3
2021-06-04,10-19,d,8,1
2021-06-04,10-19,f,3521,850
2021-06-04,10-19,m,2776,490
2021-06-04,20-29,d,63,7
2021-06-04,20-29,f,24991,7824
2021-06-04,20-29,m,21066,4500
2021-06-04,30-39,d,65,16
2021-06-04,30-39,f,36765,11834
2021-06-04,30-39,m,37786,9004
2021-06-04,40-49,d,60,14
2021-06-04,40-49,f,39814,15945
2021-06-04,40-49,m,38595,12969
2021-06-04,50-59,d,84,31
2021-06-04,50-59,f,59680,28672
2021-06-04,50-59,m,61598,28263
2021-06-04,60-69,d,49,37
2021-06-04,60-69,f,53468,37554
2021-06-04,60-69,m,51405,35764
2021-06-04,70-79,d,49,47
2021-06-04,70-79,f,49121,43809
2021-06-04,70-79,m,43611,38995
2021-06-04,80+,d,23,17
2021-06-04,80+,f,40931,37237
2021-06-04,80+,m,28620,26185
2021-06-04,NA,d,0,0
2021-06-04,NA,f,32,16
2021-06-04,NA,m,15,7
2021-06-05,0-9,d,0,0
2021-06-05,0-9,f,14,15
2021-06-05,0-9,m,4,3
2021-06-05,10-19,d,9,1
2021-06-05,10-19,f,3969,863
2021-06-05,10-19,m,3235,495
2021-06-05,20-29,d,69,7
2021-06-05,20-29,f,26591,7938
2021-06-05,20-29,m,22811,4588
2021-06-05,30-39,d,66,16
2021-06-05,30-39,f,39012,11996
2021-06-05,30-39,m,40226,9117
2021-06-05,40-49,d,65,15
2021-06-05,40-49,f,41930,16130
2021-06-05,40-49,m,40810,13118
2021-06-05,50-59,d,87,33
2021-06-05,50-59,f,60273,29328
2021-06-05,50-59,m,62240,28894
2021-06-05,60-69,d,49,37
2021-06-05,60-69,f,53697,37907
2021-06-05,60-69,m,51622,36075
2021-06-05,70-79,d,49,47
2021-06-05,70-79,f,49198,43900
2021-06-05,70-79,m,43686,39067
2021-06-05,80+,d,23,17
2021-06-05,80+,f,40964,37282
2021-06-05,80+,m,28643,26207
2021-06-05,NA,d,0,0
2021-06-05,NA,f,32,16
2021-06-05,NA,m,15,7
2021-06-06,0-9,d,0,0
2021-06-06,0-9,f,14,15
2021-06-06,0-9,m,4,3
2021-06-06,10-19,d,9,1
2021-06-06,10-19,f,3977,863
2021-06-06,10-19,m,3240,495
2021-06-06,20-29,d,69,7
2021-06-06,20-29,f,26625,7940
2021-06-06,20-29,m,22859,4589
2021-06-06,30-39,d,66,16
2021-06-06,30-39,f,39093,12007
2021-06-06,30-39,m,40301,9125
2021-06-06,40-49,d,65,15
2021-06-06,40-49,f,42030,16141
2021-06-06,40-49,m,40893,13123
2021-06-06,50-59,d,87,33
2021-06-06,50-59,f,60313,29348
2021-06-06,50-59,m,62296,28921
2021-06-06,60-69,d,49,37
2021-06-06,60-69,f,53722,37911
2021-06-06,60-69,m,51649,36080
2021-06-06,70-79,d,49,47
2021-06-06,70-79,f,49204,43901
2021-06-06,70-79,m,43689,39067
2021-06-06,80+,d,23,17
2021-06-06,80+,f,40966,37282
2021-06-06,80+,m,28644,26207
2021-06-06,NA,d,0,0
2021-06-06,NA,f,32,16
2021-06-06,NA,m,15,7
2021-06-07,0-9,d,0,0
2021-06-07,0-9,f,14,15
2021-06-07,0-9,m,4,3
2021-06-07,10-19,d,10,1
2021-06-07,10-19,f,4220,898
2021-06-07,10-19,m,3504,509
2021-06-07,20-29,d,74,8
2021-06-07,20-29,f,28026,8231
2021-06-07,20-29,m,24368,4743
2021-06-07,30-39,d,69,16
2021-06-07,30-39,f,41131,12359
2021-06-07,30-39,m,42798,9441
2021-06-07,40-49,d,69,15
2021-06-07,40-49,f,43850,16623
2021-06-07,40-49,m,43112,13550
2021-06-07,50-59,d,88,37
2021-06-07,50-59,f,60812,31453
2021-06-07,50-59,m,62913,31359
2021-06-07,60-69,d,49,37
2021-06-07,60-69,f,53893,38966
2021-06-07,60-69,m,51850,37148
2021-06-07,70-79,d,49,47
2021-06-07,70-79,f,49267,44126
2021-06-07,70-79,m,43736,39254
2021-06-07,80+,d,23,17
2021-06-07,80+,f,40986,37367
2021-06-07,80+,m,28664,26269
2021-06-07,NA,d,0,0
2021-06-07,NA,f,32,16
2021-06-07,NA,m,15,7
2021-06-08,0-9,d,0,0
2021-06-08,0-9,f,14,15
2021-06-08,0-9,m,4,3
2021-06-08,10-19,d,11,1
2021-06-08,10-19,f,4440,935
2021-06-08,10-19,m,3753,532
2021-06-08,20-29,d,81,8
2021-06-08,20-29,f,29243,8533
2021-06-08,20-29,m,25693,4983
2021-06-08,30-39,d,77,18
2021-06-08,30-39,f,43055,12852
2021-06-08,30-39,m,44932,9881
2021-06-08,40-49,d,73,16
2021-06-08,40-49,f,45522,17247
2021-06-08,40-49,m,45024,14132
2021-06-08,50-59,d,90,43
2021-06-08,50-59,f,61247,34254
2021-06-08,50-59,m,63414,34466
2021-06-08,60-69,d,49,39
2021-06-08,60-69,f,54072,40455
2021-06-08,60-69,m,52006,38637
2021-06-08,70-79,d,49,47
2021-06-08,70-79,f,49324,44422
2021-06-08,70-79,m,43782,39500
2021-06-08,80+,d,23,17
2021-06-08,80+,f,41011,37478
2021-06-08,80+,m,28677,26331
2021-06-08,NA,d,0,0
2021-06-08,NA,f,32,16
2021-06-08,NA,m,15,7
2021-06-09,0-9,d,0,0
2021-06-09,0-9,f,14,15
2021-06-09,0-9,m,4,3
2021-06-09,10-19,d,11,1
2021-06-09,10-19,f,4717,978
2021-06-09,10-19,m,4013,557
2021-06-09,20-29,d,88,9
2021-06-09,20-29,f,30467,8903
2021-06-09,20-29,m,26907,5264
2021-06-09,30-39,d,85,18
2021-06-09,30-39,f,44999,13339
2021-06-09,30-39,m,47006,10444
2021-06-09,40-49,d,77,17
2021-06-09,40-49,f,47192,17831
2021-06-09,40-49,m,46893,14672
2021-06-09,50-59,d,91,49
2021-06-09,50-59,f,61750,36963
2021-06-09,50-59,m,63935,37482
2021-06-09,60-69,d,49,41
2021-06-09,60-69,f,54260,41797
2021-06-09,60-69,m,52214,39951
2021-06-09,70-79,d,49,48
2021-06-09,70-79,f,49378,44722
2021-06-09,70-79,m,43828,39747
2021-06-09,80+,d,23,17
2021-06-09,80+,f,41033,37607
2021-06-09,80+,m,28693,26398
2021-06-09,NA,d,0,0
2021-06-09,NA,f,32,16
2021-06-09,NA,m,15,7
2021-06-10,0-9,d,0,0
2021-06-10,0-9,f,14,15
2021-06-10,0-9,m,4,3
2021-06-10,10-19,d,14,1
2021-06-10,10-19,f,5054,1019
2021-06-10,10-19,m,4375,581
2021-06-10,20-29,d,92,9
2021-06-10,20-29,f,31809,9122
2021-06-10,20-29,m,28342,5437
2021-06-10,30-39,d,92,18
2021-06-10,30-39,f,47019,13579
2021-06-10,30-39,m,49249,10673
2021-06-10,40-49,d,82,17
2021-06-10,40-49,f,49130,18169
2021-06-10,40-49,m,49049,14963
2021-06-10,50-59,d,91,49
2021-06-10,50-59,f,62367,38717
2021-06-10,50-59,m,64656,39425
2021-06-10,60-69,d,49,41
2021-06-10,60-69,f,54502,42681
2021-06-10,60-69,m,52488,40783
2021-06-10,70-79,d,49,49
2021-06-10,70-79,f,49474,44842
2021-06-10,70-79,m,43903,39873
2021-06-10,80+,d,23,17
2021-06-10,80+,f,41065,37671
2021-06-10,80+,m,28724,26429
2021-06-10,NA,d,0,0
2021-06-10,NA,f,32,16
2021-06-10,NA,m,15,7
2021-06-11,0-9,d,0,0
2021-06-11,0-9,f,14,15
2021-06-11,0-9,m,4,3
2021-06-11,10-19,d,16,1
2021-06-11,10-19,f,5502,1062
2021-06-11,10-19,m,4722,612
2021-06-11,20-29,d,97,10
